611	Upper_gastrointestinal_bleeding	1
612	4EHP	0
613	Anisakis_simplex	3
614	BC2059	0
615	Bacterial_keratitis	1
616	alpha-galactosyl	2
617	CYP4A2	0
618	CML-BC	1
619	ALN-ENE	2
620	EWS	0
621	alpha-methylene-gamma-lactone	2
622	Hypokalemic	1
623	(35)S	2
624	Himalayan_mountains	1
625	oxidizing	2
626	lonidamine	2
627	RA4	2
628	MgZnO	2
629	urokinase-plasminogen_activator	0
630	endometrial_hyperplasias	1
631	double_outlet_right_ventricle	1
632	calcium_propionate	2
633	ynamine	2
634	TopBP1	0
635	fesoterodine	2
636	fluindione	2
637	hemispheric_dysfunction	1
638	early_abnormalities	1
639	bone_neoplasms	1
640	catarrhal_gingivitis	1
641	LYT2	0
642	Microcystis_blooms	1
643	CKbeta8	0
644	Kleine-Levin_syndrome	1
645	fucoidin	2
646	ERRa	0
647	Pristine	2
648	sorbic_acid	2
649	facial_cellulitis	1
650	Pt-complexes	2
651	dichloro	2
652	learned_behaviors	1
653	Borides	2
654	OKT6	3
655	bfl1	0
656	Backbone	2
657	hydroxypropyl_b-cyclodextrin	2
658	Berg_Balance_Scale	1
659	capsule_opacification	1
660	course_of_the_disorder	1
661	Cu-metallothionein	2
662	BSL	1
663	1,25D	2
664	fluorophor	2
665	Atrophic_gastritis	1
666	aspalathin	2
667	Arterial_hypertension	1
668	periodic	1
669	Cortexolone	2
670	acetamidomethyl	2
671	FoxO	2
672	illustrate	2
673	spatially	1
674	prolactin-inducible_protein	0
675	LysRS2	2
676	nAChRa1	0
677	Cis-platinum	2
678	Argentina	2
679	PF3845	2
680	CA15-3	0
681	Tinnitus_Handicap	1
682	Alogliptin	2
683	Desogestrel	2
684	P2S	2
685	obstructive_airway_disease	1
686	2-dimensional	2
687	EHF	1
688	Tylosin	2
689	Ti-Nb	2
690	CTX-M-14	0
691	injury_reduction	1
692	Silsesquioxanes	2
693	Sulfate	2
694	NAD-glycohydrolase	0
695	head_and_neck_tumors	1
696	pancreatic_panniculitis	1
697	RO-7	2
698	fenetylline	2
699	TFG	0
700	neuronal_loss	1
701	food	1
702	RELMbeta	0
703	giant_freshwater_prawn	3
704	hypomyelinated	1
705	p-S6K	0
706	S_typhimurium	3
707	osteopenic	1
708	ACCs	1
709	psychosocial_problem	1
710	alpha-dendrotoxin	2
711	NB4HBA-G	2
712	EBF2	0
713	CLA(+)	2
714	Halobacterium_sp._NRC-1	3
715	AMELOBLASTOMA	2
716	telangiectatic_osteosarcoma	1
717	PRED	2
718	CKS1BP7	0
719	Hyperparathyroidism	1
720	Transforming_growth_factor_b1	0
721	NBB	2
722	betacyanin	2
723	AAA-TOB3	0
724	Nitric_oxide_synthase	0
725	glut1	0
726	dicephalus	2
727	WM_injury	1
728	ppdk	0
729	OPSCC	1
730	Neurofibromatosis_type_I	1
731	IL-2Rgamma	2
732	N(G)-nitro_L-arginine_methyl_ester	2
733	NT5C2	0
734	greb1	0
735	5MeOIndox	2
736	Valenciennes	2
737	HSD17B12	0
738	TBFs	1
739	movement_sleep_deprivation	1
740	ara-CMP	2
741	Tilianin	2
742	scopolamine	2
743	HAR	0
744	atlantooccipital_dislocation	1
745	Ia	2
746	PTX-2	0
747	alg	1
748	RBBF	1
749	Nonmelanoma_skin_cancer	1
750	troleandomycin	2
751	PG	1
752	acute_peritonitis	1
753	biliverdin	2
754	[3H]ecdysone	2
755	kinetic_slowing	1
756	DUSP	0
757	NDRG4	0
758	squaric_acid	2
759	IBD	1
760	Su-PS	2
761	guanylylimidodiphosphate	2
762	centroacinar	2
763	type_of_abnormalities	1
764	MTERF2	0
765	99mTcO4(-)	2
766	Brucella_endocarditis	1
767	Hypersplenism	1
768	gastric_pH	1
769	Benzamides	2
770	EV-infected	1
771	aneuploid_tumours	1
772	5-iodo	2
773	intravitreal	1
774	CNGB1	0
775	S._aurata	3
776	Stx1a	0
777	benign_schwannoma	1
778	bAP	0
779	meta-chlorophenylpiperazine	2
780	TIF1	0
781	ardacin	2
782	TOLAZOLINE	2
783	zymocin	2
784	intrahepatic_cholestasis	1
785	8-HEPE	2
786	Strongylocentrotus_droebachiensis	3
787	DDX46	0
788	rbST	2
789	plateau_fracture	1
790	Specimens	2
791	Enprostil	2
792	O._minor	3
793	C3H-	2
794	sperm_whales	3
795	myocardial_disease	1
796	aurora-A	0
797	Procainamide	2
798	bacteriophage_T7	3
799	DHAR	0
800	[3H]FLU	2
801	LP	1
802	prp3	0
803	PNU-37883A	2
804	verrucous_lesion	1
805	beta-escin	2
806	Sals	2
807	Ketanserine	2
808	FeSe2	2
809	MAF	0
810	Nitrofen	2
811	MECT	1
812	S-nitroso-N-acetylpenicillamine	2
813	DOPAC	2
814	Rosen	2
815	fluoresceins	2
816	UGTI	1
817	LEMS	1
818	dppm	2
819	oral_malignancies	1
820	neurologic_complications	1
821	tert-butanol	2
822	psychoneuroendocrine	2
823	plethysmograph	2
824	WS_1490	2
825	Ovarian_Tumor	1
826	caspase_7	0
827	ocular_ischemic_syndrome	1
828	CaM,	2
829	WAY100635	2
830	Pseudomonas_acidovorans	3
831	M-H	2
832	Pulmonary_alveolar_proteinosis	1
833	CDK10	0
834	primary_dystonia	1
835	Dvl1	0
836	[2]Rotaxane	2
837	CISPLATIN	2
838	retinal_bipolar_cells	1
839	Pleiotrophin	0
840	ECRS	1
841	cascade_stomach	1
842	Multiple_endocrine_neoplasia_type_1	0
843	zooxanthellate	2
844	Panx2	0
845	BR3	0
846	betanecholchloride	2
847	AE-IPF	1
848	C._oncophora	3
849	KRC-180	2
850	MHV3	3
851	Glis3	0
852	infection_by_vesicular_stomatitis	1
853	OLK	1
854	Cephalosporium	2
855	Muscle_damage	1
856	Cdkl2	0
857	GST6	0
858	F-18-Fluorodeoxyglucose	0
859	total_mood_disturbance	1
860	perionychium	2
861	PLP-A	0
862	BBC	1
863	ST15	0
864	[3H]5-hydroxytryptamine	2
865	impotent	1
866	MLM-160	2
867	CO-ORDINATION	2
868	VTN	1
869	Streptomyces_griseus	3
870	RXFP1	0
871	miR-196b	0
872	PLPP4	0
873	[3H]-nemonapride	2
874	brain_creatine_kinase	0
875	visual_field_advantage	1
876	dilator	2
877	AG50	2
878	Akr1A1	0
879	Arabidopsis	3
880	Wnt5A	0
881	natural_death	1
882	oropharyngeal_tumors	1
883	HSPA6	0
884	Larger_lesions	1
885	O._ovis	3
886	alpha-adaptin	0
887	CH3NH3PbI3-xClx	2
888	sulfurs	2
889	Emu	3
890	M._pulmonis	3
891	meniscal_injury	1
892	Brachydactyly	1
893	GPR40	0
894	sulfamerazine	2
895	trichomonads	2
896	macrophage-colony-stimulating_factor	0
897	bowel_lesions	1
898	U13	0
899	panaritium	2
900	chinese_hamster	3
901	elacytarabine	2
902	intestinal_dysbacteriosis	1
903	EVA	1
904	HIV-1	3
905	Interleukin-15	0
906	diaphorase	0
907	GRAPHITE	2
908	pulmonary_valve_implantation	1
909	Landiolol	2
910	IN-1	0
911	(-)-oleocanthal	2
912	C1	2
913	FHL	1
914	multiple_chronic_conditions	1
915	GrpE	0
916	ostial_stenosis	1
917	CD83	0
918	drusenoid	2
919	MEF-1	0
920	perillaldehyde	2
921	Pilomatricoma	1
922	nonthyroidal_illness	1
923	ovostatin	2
924	TraF	0
925	UDP-galactose_transporter	0
926	caspase-activated_deoxyribonuclease	0
927	methyl-CpG-binding_protein_2	0
928	A2/C2	0
929	D-_and_L-tryptophan	2
930	bronchioloalveolar_tumor	1
931	Non-dysplastic	1
932	FFC	2
933	C5a_anaphylatoxin	0
934	ACT-1	0
935	temporal_fascia	1
936	vinyltriethoxysilane	2
937	oxaprozin_glucuronide	2
938	DPw3	0
939	14q+	2
940	glycophorin_C	0
941	NCAN	0
942	MCT8	0
943	O-fucose	2
944	Elacridar	2
945	host-tumour	1
946	IGFBP2	0
947	Colocasia_esculenta	3
948	BRD3308	2
949	M._graminicola	3
950	CSNB	1
951	ALFF	1
952	tracheobronchial	1
953	acute_lesions	1
954	IGFBP1	0
955	Gln3	0
956	GP-70	0
957	TEF-1delta	2
958	open_fractures	1
959	semiurban	2
960	liver_mass	1
961	BCHD	1
962	nasopharyngeal_carcinoma	1
963	MDEs	1
964	exercise	1
965	Hexapeptide	2
966	Antiplatelet	2
967	cinchona_alkaloid	2
968	PGI2	2
969	F	2
970	RRV-TV	2
971	PN5	0
972	NK-1_receptor	0
973	Ventricular_Arrhythmias	1
974	Spirodela_polyrhiza	3
975	PACE	0
976	EED	1
977	Pediococcus_damnosus	3
978	renal_tuberculosis	1
979	PH4	0
980	711389-S	2
981	Ppy-BiOI	2
982	Thermus_thermophilus_HB27	3
983	d-	2
984	psychological_trauma	1
985	atrial_flutter_or_fibrillation	1
986	A26	0
987	prosomatostatin	2
988	AIDS-related_disorders	1
989	smooth-ended	1
990	neodymium-YAG	2
991	B.__thuringiensis	3
992	P_falciparum	3
993	miR-489	0
994	etelcalcetide	2
995	cytomembrane	2
996	Haber-Weiss	1
997	PB-HSC	2
998	PLAS	1
999	dipeptidylpeptidase-4	0
1000	Lobaplatin	2
1001	SEW2871	2
1002	H_influenzae	3
1003	epoxomicin	2
1004	myeloid_hypoplasia	1
1005	ERCC6L	0
1006	99mTc-DISIDA	2
1007	tricarballylate	2
1008	-C	2
1009	ssn20	0
1010	Diabetic_complications	1
1011	actovegin	2
1012	pulmonary_artery_enlargement	1
1013	2GETHER	2
1014	IL24	0
1015	digestate	2
1016	BrCCl3	2
1017	ard1	0
1018	CGP_57148	2
1019	Supraclinoid	2
1020	congenital_obstruction	1
1021	simian_T_lymphotropic_virus	3
1022	granule_cell_layer	1
1023	Ato	0
1024	bungarotoxin	2
1025	athletic_injury	1
1026	Cox-1	0
1027	nitric_acid	2
1028	ketosteroids	2
1029	D-Dimers	1
1030	healthcare-associated	1
1031	paraffin	2
1032	Bacillus_thuringiensis	3
1033	saquinavir	2
1034	Epigallocatechin_3-gallate	2
1035	Oleoresin	2
1036	Dental_anomalies	1
1037	ISNB	1
1038	Enflurane	2
1039	factor_H_deficiency	1
1040	3,4-dihydrodiols	2
1041	Testolactone	2
1042	psychomotor_seizure	1
1043	25-(OH)2D3	2
1044	extraintestinal_salmonellosis	1
1045	Debranching	1
1046	antivimentin	2
1047	AVMs	1
1048	SRMD	1
1049	TOMO	2
1050	sodium-iodide	2
1051	Cer	2
1052	PVSs	1
1053	L_pneumophila	3
1054	biglycan	0
1055	BaP-7,8-diol	2
1056	NLR	0
1057	axial_rigidity	1
1058	RhoGEF	0
1059	BOLERO	2
1060	enlargement_of_the_liver	1
1061	ANCA	2
1062	apoH	0
1063	testis-ova	1
1064	inversin	0
1065	Cotl1	0
1066	Cerebral_venous_thrombosis	1
1067	D-raf	0
1068	NE-dlg	0
1069	Elastin	0
1070	Onchocerca	3
1071	DMXBA	2
1072	neonatal_asphyxia	1
1073	AA-CoA	2
1074	quinolinol	2
1075	Pneumolysin	2
1076	methyl_ferulate	2
1077	lobe_epilepsy	1
1078	diethylene_glycol	2
1079	As_(V)	2
1080	PS-6	2
1081	Prednisolone	2
1082	trimethylsilyl_ether	2
1083	HPO4	2
1084	goitre	1
1085	aromatic_retinoid	2
1086	quaternary	2
1087	HFA1	0
1088	MCP-01	2
1089	Cyc	0
1090	aortic_arch_abnormalities	1
1091	[3H]dihydroalprenolol	2
1092	alpha-4	0
1093	COL17	2
1094	TAM-	2
1095	Acetyl-CoA	2
1096	alpha1(I)	0
1097	netrins	2
1098	NOC-18	2
1099	Prp42p	0
1100	Seg	2
1101	oliguric_renal_failure	1
1102	tolerant	2
1103	microsporidium	2
1104	Methanol	2
1105	ACDF	1
1106	ICVS	1
1107	Glo	0
1108	eIF5	0
1109	E._COLI	3
1110	disodium_ethylenediaminetetraacetic_acid	2
1111	5'_phosphate	2
1112	LWamides	2
1113	Wilms_tumor	1
1114	Glu64	2
1115	Wnt-10b	0
1116	B._velezensis	3
1117	TAEO	2
1118	HCA-SX	2
1119	HJC0123	2
1120	cerebral_glioma	1
1121	PNHs	1
1122	1,3,5-trinitrobenzene	2
1123	ulcerative_lesions	1
1124	I-5'-DA	2
1125	hearing_protection_devices	1
1126	Ethnopharmacol	2
1127	Mo-S	2
1128	VVZ-149	2
1129	FANCL	0
1130	Dysphonia	1
1131	Isc	1
1132	angiomatosis	1
1133	CSA-13	2
1134	chickens	3
1135	Residual_tumors	1
1136	hydroxymethylbilane_synthase	0
1137	naphthaleneacetic_acid	2
1138	4-hydroxylamine	2
1139	Hammersmith	2
1140	tricarballylic_acid	2
1141	cyst	1
1142	(157)Gd	2
1143	neoCaM	0
1144	isoleucine	2
1145	meganeurite	2
1146	RGEO	2
1147	phenanthrene	2
1148	synenkephalin	2
1149	butyl-2-cyanoacrylate	2
1150	lower_genital_tract_infections	1
1151	Benjamin	2
1152	apoE-deficient	1
1153	CD135	0
1154	intervertebral_joints	1
1155	LJ851	2
1156	median_survival_time	1
1157	allostatic_load	1
1158	ABBA	2
1159	SARC	1
1160	Japanese_eel	3
1161	Sr3	0
1162	pentadecapeptide	2
1163	RelA	0
1164	FERONIA	0
1165	cytochrome	2
1166	lepteridine	2
1167	total_cancer	1
1168	separation	1
1169	3beta-HSD_VI	0
