59182	28868	8	4942
27248	48416	8	2
27661	50030	3	2
8772	44436	4	10
29273	61266	4	9
50258	62356	4	306
10979	38389	4	2
54338	32267	8	211
5992	35129	6	3
51418	59482	4	2
30302	28892	3	3
33390	52499	3	4
3562	38843	3	23
46821	39108	4	48
29012	13843	4	3
46179	25355	3	35
25355	32267	1	56
45179	39897	4	35
23466	32267	1	64
28438	32267	4	2
31447	31760	5	6
31760	31447	5	6
4957	61571	3	4
56628	32267	1	597
30276	32267	1	168
3562	47322	5	128
47322	3562	5	128
42717	39897	4	2
42717	17582	3	7
3562	38360	3	359
28850	31809	3	2
51132	56644	1	2
51132	24948	0	1
24948	51132	0	1
3562	29892	3	2
3562	54829	5	11
54829	3562	5	11
5357	32267	4	1225
3562	55484	3	2142
43409	43457	0	10
43457	43409	0	10
49365	23315	5	1
23315	49365	5	1
17484	49711	6	14
58380	58777	4	2
10559	51786	4	4
16138	59182	6	27
20105	37723	0	3
37723	20105	0	3
37723	51593	0	1
51593	37723	0	1
51593	32267	1	142
3562	18489	3	2
14610	18489	0	1
18489	14610	0	1
18388	60770	1	2
18388	7821	0	24
7821	18388	0	24
26800	52853	1	13
3562	55850	3	49
28735	30461	3	3
43008	13187	3	5
60878	40187	8	17
13498	32267	4	6
10122	14439	5	19
14439	10122	5	19
27474	32450	4	2
27474	15800	3	3
30302	23867	4	40
8772	23326	4	3
49333	39387	8	4
61269	11728	5	1
11728	61269	5	1
41860	41860	5	56
11583	62356	4	2
56628	62356	1	74
8008	46255	4	3
30302	34574	4	2
15218	1936	4	2
56954	56954	0	14
37561	56954	0	8
56954	37561	0	8
53222	26134	8	53
3562	15660	6	27
56498	18533	4	2
3562	56498	5	201
56498	3562	5	201
62750	49034	4	237
60816	49361	3	6
43008	35996	5	2
35996	43008	5	2
6186	45434	8	5
6186	37732	8	2
51337	32267	4	16
52194	32671	4	13
52194	55532	5	12
55532	52194	5	12
57469	32267	4	41
52194	51316	6	3
53120	30384	0	1
30384	53120	0	1
9486	32267	4	38
50748	32267	4	2
43995	15223	5	1
15223	43995	5	1
45901	32267	4	10
53491	32267	4	202
62789	8525	4	2
34046	3571	3	79
55984	26538	1	6
8772	22354	4	2
46666	29712	5	1
29712	46666	5	1
50203	41177	6	4
50093	39387	4	13
50203	39387	4	6
56628	55883	1	3
44153	32267	4	21
3562	22030	4	104
42298	32267	4	2
58854	32267	4	957
37692	32267	4	106
28877	58854	5	1
58854	28877	5	1
11728	49214	3	23
55484	62356	1	314
55386	55484	3	7
24486	39862	4	4
51472	52566	4	2
25491	31758	9	26
31758	25491	9	26
45179	52585	3	3
42740	32267	1	24
44252	53731	4	2
8701	34000	3	5
11728	32267	4	5404
31498	20563	3	19
31498	19363	5	8
19363	31498	5	8
2528	59182	6	492
27854	53145	1	28
28946	53921	4	2
3643	12725	4	2
26358	32267	1	64
26975	8772	5	22
8772	26975	5	22
17057	32267	4	162
30222	16875	4	29
39213	49361	3	88
60431	17827	7	2
24955	15716	4	4
48957	15716	4	2
6771	56209	3	10
40577	42229	4	2
3562	5438	3	3
43616	36612	4	2
17057	39691	3	225
35974	34043	1	2
29012	24896	6	2
3562	50138	4	234
13120	24437	5	315
24437	13120	5	315
56032	23253	4	6
31154	32267	4	59
3562	57695	4	67
56616	58155	3	2
20159	32267	4	2
30122	9589	3	2466
15218	24769	3	34
14213	10403	4	224
55435	49683	4	2
51479	28365	4	2
1875	40577	5	1
40577	1875	5	1
54464	24413	4	2
9018	32267	4	289
44276	49214	3	8
1699	49214	3	37
27663	62422	4	2
48492	3599	4	8
27774	32267	4	74
46556	9526	4	24
28785	54745	0	1
54745	28785	0	1
24102	39902	5	4
39902	24102	5	4
61803	42641	4	2
52947	27176	0	1
27176	52947	0	1
22375	32267	4	691
15800	32267	1	623
61745	49034	1	4
37698	61340	6	9
60431	8231	7	26
24102	18333	3	7
4776	47635	3	2
59182	8625	8	2
48372	42672	8	7
9406	10473	5	5
10473	9406	5	5
10473	26027	4	6
27203	28155	4	2
31540	32267	4	759
5785	30122	5	855
30122	5785	5	855
25420	32267	4	8
40422	45779	5	1
45779	40422	5	1
41976	15626	5	59
15626	41976	5	59
22809	39943	4	2
4346	30790	1	2
46957	46957	0	4
3562	50946	5	333
50946	3562	5	333
39691	39223	1	6
37323	50137	3	31
30325	3925	1	140
19135	4187	5	7
4187	19135	5	7
57469	49901	5	1
49901	57469	5	1
56954	32267	1	425
23980	56954	3	2
7847	7215	1	8
40227	61242	6	20
44979	32267	1	130
47671	2515	1	7
5357	47671	3	69
6588	691	4	9
11799	21524	5	6
21524	11799	5	6
43570	6608	3	4
21524	28659	5	2
28659	21524	5	2
11799	43570	5	6
43570	11799	5	6
22833	4150	3	2
16901	54498	5	1
54498	16901	5	1
52942	32267	1	120
33962	40437	4	4
16301	9907	1	99
32957	39897	4	6
16691	33451	4	3
2339	54444	4	3
2528	6143	5	1
6143	2528	5	1
56086	47390	4	7
59583	1293	1	2
3562	10559	5	243
10559	3562	5	243
35644	32267	4	356
46962	2861	8	2
3562	15806	3	95
55532	8321	4	190
50093	22771	3	31
3562	42003	4	20
37314	32267	1	5
46179	32588	4	2
10592	32267	1	7
14144	49361	3	40
14144	43633	4	2
3562	56022	5	66
56022	3562	5	66
16141	18442	4	14
56777	3594	4	2
48880	42112	4	5
43008	8772	5	30
8772	43008	5	30
43250	43008	5	2
43008	43250	5	2
59202	27330	4	58
5604	24713	0	1
24713	5604	0	1
51355	2239	1	2
11785	32267	1	2041
58834	27211	4	3
58834	32267	4	63
50093	19241	5	89
19241	50093	5	89
13822	32267	4	61
8772	41389	4	146
20824	28335	3	2
61432	44043	1	6
46172	32267	4	386
826	25331	1	2
31794	32267	4	564
58380	24017	4	8
42354	32267	8	146
56658	32267	1	7
40795	32267	8	92
38038	35205	6	18
61665	27249	4	182
1802	48390	4	265
26909	55850	0	35
55850	26909	0	35
16373	32805	5	1
32805	16373	5	1
10239	62356	4	32
21130	43741	4	355
46557	37796	5	1
37796	46557	5	1
43995	31564	4	2
11728	35568	5	1276
35568	11728	5	1276
35568	54338	6	12
11728	54338	6	33
51745	32267	1	260
43638	32267	4	7
3562	48987	5	1
48987	3562	5	1
23939	2834	3	6
29608	2834	0	7
2834	29608	0	7
52291	47443	4	2
62334	32267	1	785
28180	49214	3	2
37640	32267	4	2
15193	32267	1	110
11583	56298	5	2
56298	11583	5	2
47926	23060	4	2
20287	32267	1	152
23067	28159	4	2
1051	60747	5	23
60747	1051	5	23
48425	42678	3	2
34254	26959	6	2
38008	52436	3	2
46557	32267	4	54
44747	62356	4	46
9589	32267	1	2542
28266	32267	1	46
46930	393	3	3
31714	49214	3	5
7604	24834	4	4
35568	22067	4	27
36486	58369	0	26
58369	36486	0	26
49574	47371	4	2
52921	34820	4	2
48122	52194	5	1
52194	48122	5	1
3562	21620	3	3
30705	1105	4	2
37627	17327	1	2
37627	49052	0	1
49052	37627	0	1
16242	21258	1	2
37427	32267	4	27
27474	33178	4	25
59182	32267	8	419
19241	41177	6	4
11728	8321	4	77
2182	2011	1	2
50008	44715	1	2
18314	32267	1	48
51621	32267	8	30
8996	32267	1	2
22049	47747	7	2
49361	47747	0	1
47747	49361	0	1
8744	47635	3	33
446	28230	1	2
60563	32267	1	577
43842	27031	1	21
47926	8772	5	5
8772	47926	5	5
45238	55742	5	1
55742	45238	5	1
26741	31758	6	2
4744	16875	4	3
46821	7141	4	3
11728	14281	6	3
11728	49727	4	2
18040	32267	4	8
3562	25586	6	555
7687	22986	8	4
30122	5275	4	7
6913	7726	4	3
6913	393	3	29
16845	32267	1	134
24734	28853	3	2
20201	32267	4	17
38849	43252	3	3
5885	23626	4	5
34314	53455	5	14
53455	34314	5	14
28804	18407	4	7
58188	41423	3	2
3562	26800	3	174
60805	32267	4	255
38786	32267	4	25
7772	32267	4	89
29592	32267	4	15
22458	4791	4	5
6541	55484	3	2
9865	32267	8	38
9865	41252	7	37
19456	22640	4	3
58380	41252	3	6772
17618	13108	4	2
60358	1293	8	2
57347	32448	8	34
57347	32267	8	326
40709	32267	8	16
39741	12331	4	2
41595	12133	5	3
12133	41595	5	3
3598	49214	0	1
49214	3598	0	1
13231	24219	5	1
24219	13231	5	1
36793	43272	4	2
3767	59768	3	8
3562	22828	6	234
18156	23412	5	2
23412	18156	5	2
31121	56884	6	2
32001	29908	8	5
8008	32267	4	479
52555	46502	4	2
17555	32267	8	3
57830	58380	5	97
58380	57830	5	97
50258	32267	4	282
880	22030	1	2
4070	55517	3	4
13120	51829	3	2
51829	57820	1	2
41251	34602	8	2
9763	20583	1	2
5193	31757	5	2
31757	5193	5	2
23085	30790	1	8
51453	56539	1	2
3562	62391	4	627
15903	30276	0	1
30276	15903	0	1
11728	30122	5	1088
30122	11728	5	1088
8723	32267	1	44
12414	32267	4	16
61040	32267	1	8
43008	49334	4	7
43008	63090	3	21
18378	15806	3	2
15806	32267	1	47
15806	51370	1	2
15806	33903	1	2
59	41276	1	6
3562	44466	5	910
44466	3562	5	910
22711	8772	5	3
8772	22711	5	3
19927	30790	8	2
31751	42723	3	8
1038	32267	4	3
35205	11962	8	2
41252	16301	0	10
16301	41252	0	10
18397	32267	4	4
1802	18270	3	164
22049	32267	8	83
50985	32267	4	3
52109	5134	1	2
32044	47362	4	10
43250	55484	3	2
30122	62449	4	4
8772	26016	3	4
6588	45179	5	4
45179	6588	5	4
49214	56954	0	81
56954	49214	0	81
13596	32267	4	199
42871	49361	3	67
34193	19241	5	1
19241	34193	5	1
24039	32267	4	388
49361	14518	1	33
35800	24301	1	2
31154	3473	3	2
3437	52135	3	115
760	32267	4	572
30658	266	8	3
17266	62356	4	3
40135	39148	1	2
8772	9907	4	79
50081	32267	8	177
27504	32267	4	43
3367	32267	1	32
826	32267	1	675
26827	51064	8	4
7440	32267	4	169
21470	32267	1	27
45686	32267	4	55
59263	10473	5	1
10473	59263	5	1
10473	32742	3	389
48809	13642	3	2
24102	33587	4	6
2489	32551	5	1
32551	2489	5	1
31314	30790	8	11
60969	30672	0	5
30672	60969	0	5
58380	16083	4	27
32718	62649	8	4
33960	27785	8	4
23085	2861	1	27
58854	41252	3	1032
62949	12725	4	2
62446	52273	3	2
62446	32267	4	2
29711	48916	4	9
9408	55801	4	58
2781	32267	1	120
21735	49361	3	2
5357	49710	3	21
58380	62356	4	196
6411	688	5	112
688	6411	5	112
688	49361	3	12
31758	32267	8	221
35470	32267	4	24
61589	16311	1	2
19605	32267	1	89
44184	33934	1	44
1699	32267	4	513
56632	32267	4	771
3562	9907	4	64
16138	30122	5	23
30122	16138	5	23
7604	16138	5	1
16138	7604	5	1
15941	32267	4	15
9589	37995	1	2
57334	51996	3	2
38162	22484	4	2
5492	32267	1	15
14439	11728	5	14
11728	14439	5	14
23616	30908	4	2
14149	28921	8	2
20564	56825	1	2
760	56825	4	2
8772	32588	4	250
49970	48097	1	259
40577	50138	4	8
21761	49361	3	13
30868	32267	4	786
3562	60055	4	458
27185	14439	5	2
14439	27185	5	2
50093	32267	4	152
57231	41177	6	6
3562	29576	4	2
2528	58380	5	18
58380	2528	5	18
50656	8098	1	2
17125	32267	4	113
2834	58584	1	135
49970	3367	0	21
3367	49970	0	21
18958	2722	3	5
42952	16083	1	8
19135	50609	3	2
3562	60747	5	10
60747	3562	5	10
19796	21513	3	2
3562	13144	4	3
24068	15214	4	6
29150	62346	4	2
34983	40209	4	6
36138	6729	1	2
13596	45179	5	12
45179	13596	5	12
46355	30927	4	2
14933	35365	4	2
49052	32267	1	664
22953	32267	4	2
38774	22953	5	1
22953	38774	5	1
52194	7262	4	15
22953	7262	4	2
7775	38812	5	48
38812	7775	5	48
38812	13037	3	7
42516	3183	0	4
3183	42516	0	4
62440	1576	5	1
1576	62440	5	1
58455	32267	1	90
24636	36069	4	2
27534	31720	1	2
50946	36431	4	3
3562	32245	4	24
45386	56249	3	4
59971	32267	4	2
983	32267	4	58
31617	23006	0	1
23006	31617	0	1
10976	32267	4	24
50440	32267	4	54
8772	23145	4	7
49923	32940	3	38
34941	43891	1	2
46706	33907	0	1
33907	46706	0	1
33390	59226	4	3
28735	32267	4	469
56299	32267	4	111
47322	32267	4	281
27504	49334	4	8
33978	8321	4	4
55417	62562	4	2
45272	62562	1	2
59182	35112	8	2
30209	17967	4	4
826	8321	1	11
59182	17423	8	88
51981	43591	3	2
17674	26238	4	340
30892	18016	3	3
1836	43960	5	2
43960	1836	5	2
6461	12331	1	2
57961	59182	6	6
55590	16138	5	1
16138	55590	5	1
36757	41252	3	14
37894	32267	1	5
59182	41252	7	339
55484	21258	1	2
45694	8408	1	2
16985	38160	0	1
38160	16985	0	1
39621	56694	0	1
56694	39621	0	1
4654	32267	4	23
25342	3658	4	2
42871	32267	4	260
32643	4886	3	25
46337	17377	3	2
15912	57774	4	2
2057	13642	3	2
43008	8321	4	17
760	6640	5	1
6640	760	5	1
46179	32267	4	518
3562	61950	4	6
5761	40135	0	1
40135	5761	0	1
53548	27410	4	2
57758	32267	4	3
9720	49214	3	14
38162	32267	4	1161
11389	32267	1	6
44583	16875	4	27
37352	49022	4	30
3562	41787	4	8
41860	14004	3	2
12828	2785	4	2
56824	56628	3	80
10846	37913	0	2
37913	10846	0	2
404	11854	4	2
20701	22142	1	2
15193	15839	0	1
15839	15193	0	1
13753	17641	3	2
16138	39110	4	8
49361	2524	1	4
24241	15800	3	3
42100	8493	1	2
55917	8493	4	2
24241	32267	4	32
10239	32267	4	457
11920	46821	5	13
46821	11920	5	13
53288	10991	3	111
59182	50138	8	77
35129	18407	8	36
8772	16875	4	548
10978	33390	5	1
33390	10978	5	1
11905	27310	4	2
57455	10422	1	2
37366	36233	5	2
36233	37366	5	2
60500	52465	4	2
16206	52465	1	2
2340	18164	4	2
45648	8772	5	83
8772	45648	5	83
30302	50027	5	4
50027	30302	5	4
34404	32267	1	50
31380	42723	7	7
1802	56644	4	4
3562	37582	4	112
1153	43409	0	1
43409	1153	0	1
12229	35568	5	7
35568	12229	5	7
110	43564	4	3
14202	48954	4	5
59182	1293	8	20
50258	16875	4	35
54159	32267	1	21
61982	38038	5	61
38038	61982	5	61
26558	54159	3	174
19662	36069	1	2
43982	19662	0	1
19662	43982	0	1
58380	8321	4	50
41177	48975	8	2
14659	30362	7	5
35720	2834	0	1
2834	35720	0	1
27769	45179	5	1
45179	27769	5	1
24183	30434	1	2
16301	39387	1	7
62368	983	5	1
983	62368	5	1
17988	55387	8	3
41250	55387	4	2
15800	36069	1	15
16138	17289	4	2
16138	55387	4	2
31380	11725	7	6
36355	42723	3	15
41177	973	8	2
6707	32267	1	30
10728	32267	1	134
52194	50946	5	11
50946	52194	5	11
49586	32267	4	343
40953	14282	4	2
39039	8321	1	5
52194	8321	4	42
47479	32267	8	331
8772	53222	6	113
3562	30209	5	333
30209	3562	5	333
2198	40414	7	4
29934	32267	4	26
44958	19407	5	1
19407	44958	5	1
43100	32267	4	29
43100	40177	6	2
43100	59182	6	14
19805	35235	4	2
15670	35235	1	2
59182	16985	7	63
1476	15670	0	1
15670	1476	0	1
50093	51745	3	18
61269	19517	5	3
19517	61269	5	3
9195	42723	0	376
42723	9195	0	376
53315	44555	0	2
44555	53315	0	2
3562	2528	5	626
2528	3562	5	626
50555	41252	3	2
45484	35234	3	2
3562	21713	3	129
39231	3126	4	15
3562	43229	4	57
51708	41177	6	34
7821	59338	0	1
59338	7821	0	1
7700	54159	0	20
54159	7700	0	20
5357	30122	5	1
30122	5357	5	1
16408	23456	5	1
23456	16408	5	1
42050	51501	4	2
62334	16103	1	10
56357	8772	5	1
8772	56357	5	1
10716	3665	4	123
33400	49361	0	2
49361	33400	0	2
55525	32545	4	2
15202	9907	4	33
9589	39897	1	29
26800	61435	0	3
61435	26800	0	3
23307	49361	3	2
43526	32267	8	4
42400	32267	4	29
49539	12582	3	78
49539	32267	4	10
36481	39313	4	1020
18605	32267	1	57
60747	41329	3	33
49361	45105	1	6
54648	3803	4	2
13753	16875	4	59
48043	18214	5	13
18214	48043	5	13
35224	29230	1	2
57984	47894	3	2
48921	23867	4	2
59182	44516	8	5
56628	39897	1	13
14197	17145	4	2
16138	60747	5	100
60747	16138	5	100
44130	26021	4	105
48042	54159	3	925
24847	62133	1	2
13596	2516	4	2
45669	30122	5	1
30122	45669	5	1
7842	42861	3	3
37290	30672	7	4
56212	32267	4	9
28861	62356	4	74
24039	41252	3	309
8298	10473	5	1
10473	8298	5	1
48656	32267	4	12
19407	8772	5	11
8772	19407	5	11
43008	19407	5	1
19407	43008	5	1
13647	39679	1	5
40105	19830	5	1
19830	40105	5	1
19241	1057	4	16
44251	37706	3	2
42653	29771	4	2
49768	32267	4	5
31697	49361	3	4
59713	49034	8	10
49646	23253	4	58
56379	59968	1	2
36679	32267	8	110
55590	34527	4	37
45179	33510	5	20
33510	45179	5	20
45179	60805	5	15
60805	45179	5	15
60747	30122	5	12
30122	60747	5	12
30122	62538	4	53
648	61025	4	2
34621	11808	4	2
61224	9907	1	2
3562	56097	4	7
59182	56097	8	6
29012	32408	4	2
29012	56097	4	2
35991	436	5	1
436	35991	5	1
3562	4597	5	7
4597	3562	5	7
62313	50248	1	2
3562	34475	4	77
8772	10364	6	3
56954	23408	1	69
27467	32267	1	15
31872	32267	1	8
28934	32267	4	308
50093	38162	5	2
38162	50093	5	2
44582	32267	1	510
44582	16875	1	5
15548	9907	4	4
45521	32267	4	32
9825	4346	3	2
12425	50892	4	4
42185	20282	4	5
43995	28408	3	2
42185	32267	4	2
41423	49214	0	1
49214	41423	0	1
49214	33178	1	143
5419	38812	5	72
38812	5419	5	72
45142	49214	3	2
4479	604	4	4
23442	32267	4	57
19543	32267	4	59
20648	32267	4	8
10120	32267	4	13
61074	30122	5	9
30122	61074	5	9
54348	59636	3	185
1034	47710	4	2
19544	3321	3	2
40795	9831	8	2
3443	49361	3	34
10461	49361	3	7
62818	32267	1	31
5589	32267	1	119
18249	32267	4	10
15522	36083	3	62
15522	32267	4	19
16156	32775	4	15
6340	4261	4	9
17694	61224	3	2
1802	61665	5	110
61665	1802	5	110
5044	41252	3	206
15493	59456	6	139
62191	53179	5	7
53179	62191	5	7
42383	21187	5	1
21187	42383	5	1
3562	42220	5	14
42220	3562	5	14
32747	26780	5	1
26780	32747	5	1
7400	55484	7	3
10333	32267	4	73
53860	17168	8	3
41656	32267	4	36
5044	49214	3	4
5044	1858	4	2
37619	51245	3	2
2573	51245	3	2
19358	32267	4	8
2573	32267	4	4
5044	51245	3	2
55924	32267	1	12
16983	44747	5	4
44747	16983	5	4
43412	58380	5	1
58380	43412	5	1
37290	62636	9	1
62636	37290	9	1
49214	6753	1	26
3772	8772	5	1
8772	3772	5	1
16138	30672	3	6
2834	26800	0	12
26800	2834	0	12
25659	32267	1	27
19897	26034	1	2
58550	21603	1	2
6029	6029	5	2
57847	62340	4	30
45626	3665	4	2
1076	7702	4	2
5831	34043	1	2
40787	29908	4	2
343	16875	4	7
57830	8321	4	26
57830	60055	4	27
16138	35920	5	1
35920	16138	5	1
10559	28868	4	923
38038	33332	4	72
4329	45981	1	2
38162	25220	4	4
52707	16098	4	2
44673	32099	3	12
1802	30790	4	83
5357	2192	4	11
49943	33792	5	5
33792	49943	5	5
11395	47690	4	8
37952	32267	1	106
30085	32267	4	260
7369	40209	4	2
3562	62109	4	45
49214	6591	1	2
13407	32267	4	7
59440	32267	4	35
8008	56628	3	19
38014	32267	4	448
6411	38014	5	1
38014	6411	5	1
38014	41252	3	481
8008	8772	5	61
8772	8008	5	61
25451	32267	4	17
10409	9406	5	27
9406	10409	5	27
8892	29309	4	2
62334	9907	1	7
23616	32267	4	522
23616	38162	5	11
38162	23616	5	11
42919	32267	4	53
20466	54426	4	53
102	33076	5	1
33076	102	5	1
30302	40600	3	34
5413	32267	1	43
3562	34103	3	21
15252	32267	4	2
3767	59807	5	1
59807	3767	5	1
51825	52204	3	2
18427	62472	1	2
51257	33390	5	2
33390	51257	5	2
40956	4827	5	12
4827	40956	5	12
12768	52079	3	2
35996	32267	4	222
38681	30069	8	3
20564	18016	0	1
18016	20564	0	1
61665	27363	5	40
27363	61665	5	40
41517	29871	5	1
29871	41517	5	1
17539	9907	4	2
59343	32267	4	2
46307	57287	5	2
57287	46307	5	2
23980	32267	4	92
17044	31638	4	2
40518	14925	1	2
8772	40437	4	4
17968	24713	0	1
24713	17968	0	1
30769	60747	5	1
60747	30769	5	1
56647	56672	6	4
41892	20550	3	11
27004	24102	5	11
24102	27004	5	11
35151	49214	3	2
9301	12361	5	1
12361	9301	5	1
28266	47124	1	2
50093	25040	4	22
42220	32267	4	278
30658	15650	9	1
15650	30658	9	1
9342	57531	3	15
18036	32267	4	7
26071	32267	4	2
28703	6663	4	2
48562	8321	4	3
3562	59297	5	125
59297	3562	5	125
41860	19960	3	3
56716	11185	5	1
11185	56716	5	1
61322	46104	1	23
10846	61111	1	6
14439	45179	5	47
45179	14439	5	47
47567	16103	4	4
43878	32267	1	8
49361	41471	1	2
37281	41471	8	4
42723	17722	0	163
17722	42723	0	163
20983	32267	4	31
18573	51028	4	33
37640	46516	5	32
46516	37640	5	32
19517	32267	4	16
19517	2435	3	2
4452	8480	1	4
35391	57407	4	2
15643	19151	3	2
44207	28790	5	5
28790	44207	5	5
61650	32267	1	72
28665	22046	0	6
22046	28665	0	6
45193	23085	3	30
31922	32267	4	42
23472	393	0	1
393	23472	0	1
41252	61948	1	2
59182	39862	8	4
31944	13376	4	4
30276	62356	1	110
24221	61600	4	2
17215	51472	5	2
51472	17215	5	2
30122	28365	4	24
30122	59182	6	13
33029	49215	3	2
10473	41177	6	97
3186	56896	4	4
62264	58472	4	2
60805	62356	4	8
60805	41252	3	181
40840	5859	6	2
55013	3314	3	116
4464	62356	4	2
4951	28009	5	1
28009	4951	5	1
4464	32267	4	7
45815	32267	1	206
8578	32267	1	4
53122	52020	0	1
52020	53122	0	1
48688	1153	0	1
1153	48688	0	1
2528	1672	5	3
1672	2528	5	3
51960	14521	3	4
50609	6527	0	1
6527	50609	0	1
59182	36069	8	63
49479	58012	3	10
7184	8147	4	2
37504	32267	4	2
33390	4159	3	2
47806	3010	7	5
8866	62790	3	8
20672	32267	4	7
34793	32267	4	52
20083	53110	4	2
11728	53110	4	2
34585	13869	6	23
40190	16280	5	1
16280	40190	5	1
18360	52541	4	29
18427	41479	1	31
50697	41252	3	14
17275	49229	6	21
12239	39904	3	2
11692	32267	1	31
27053	32267	4	6
17534	42723	3	19
40422	642	4	2
58380	17920	4	58
58380	10305	5	8
10305	58380	5	8
19139	5193	5	1
5193	19139	5	1
3562	45413	6	2
50535	9352	5	1
9352	50535	5	1
44928	45460	5	1
45460	44928	5	1
39990	32267	1	10
14439	39990	3	2
19363	39990	3	2
53185	28857	4	65
23085	4467	1	3
14439	58854	5	4
58854	14439	5	4
46821	40135	3	2
11848	32267	1	16
54569	51496	4	3
20800	26050	4	32
20800	51496	4	13
61293	55404	4	2
7912	33178	4	2
8772	26800	3	1146
57572	62723	3	10
37427	36069	4	336
1886	528	0	1
528	1886	0	1
34041	30919	4	2
31866	30945	5	23
30945	31866	5	23
50093	58380	5	10
58380	50093	5	10
41092	32267	1	171
45006	48501	1	2
58950	45006	3	3
3299	32267	4	99
57502	49214	3	6
55973	8008	5	1
8008	55973	5	1
24740	51018	1	2
19662	35629	1	2
3562	35629	4	85
51382	32267	4	28
2613	35931	4	2
5357	48312	6	3
48042	42723	3	11
10305	45060	4	2
10305	33178	4	25
61466	11349	1	2
2384	21367	4	32
50093	55315	4	26
24869	50674	5	2
50674	24869	5	2
50674	22046	3	2
45530	36069	4	78
1723	45294	3	2
50305	33778	7	3
20534	53345	4	2
3562	25641	4	3
24035	27757	5	69
27757	24035	5	69
21716	56896	4	35
49361	34466	1	2
17674	60431	6	97
30122	48832	3	3
16156	5589	3	10
42279	32267	4	43
11728	16875	4	123
54567	8321	4	6
19723	29821	4	2
19723	49214	3	2
36605	32267	4	8
27004	20282	4	138
33113	28365	4	2
59979	23195	5	1
23195	59979	5	1
48845	6185	3	2
4250	56281	4	3
56522	31928	1	22
24740	57452	1	67
54427	15750	4	2
8008	34587	4	2
8008	42009	5	1
42009	8008	5	1
3562	3501	4	2
60563	225	1	19
54348	44841	4	17
1173	40575	4	2
50093	33178	4	270
7866	32267	4	108
8502	16297	4	51
23366	34133	4	368
58380	8505	3	2
30682	52061	3	2
60747	19363	5	24
19363	60747	5	24
21130	17456	4	2
2834	6513	1	38
3562	46485	5	1
46485	3562	5	1
22694	32267	8	68
